# Freiraum-Messung des XBandAbsorbers mit 30 und 300 Ohm Widerstaenden
# f [GHz], Re(S11), Im(S11), Re(S21), Im(S21)
7.1425, -0.21029, 0.29463, 5.24829E-4, -0.00179
7.147, -0.21471, 0.29637, 6.91436E-4, -0.00119
7.1515, -0.21628, 0.29985, 7.29151E-4, -0.00139
7.156, -0.21536, 0.30646, 6.07464E-4, -0.0012
7.1605, -0.2136, 0.30934, 5.86477E-4, -0.00135
7.165, -0.21188, 0.30974, -1.91317E-5, -0.00189
7.1695, -0.20943, 0.31083, -4.92617E-5, -0.00202
7.174, -0.20788, 0.31062, -3.58289E-4, -0.00154
7.1785, -0.20564, 0.31026, -4.73351E-4, -0.00128
7.183, -0.20381, 0.31085, -9.4922E-4, -0.00111
7.1875, -0.20214, 0.31026, -3.00986E-4, -5.29368E-4
7.192, -0.19979, 0.30999, -3.06412E-4, -7.41268E-4
7.1965, -0.19817, 0.30957, -3.28351E-4, -3.69703E-4
7.201, -0.19621, 0.30774, -6.00299E-5, -6.55715E-4
7.2055, -0.19446, 0.30577, 5.01091E-5, -7.75301E-4
7.21, -0.19334, 0.30306, 1.94526E-4, -7.9995E-4
7.2145, -0.19258, 0.29987, -2.59616E-4, -7.53439E-4
7.219, -0.19294, 0.29771, -2.46876E-4, -7.81305E-4
7.2235, -0.19417, 0.29657, -2.62955E-4, -6.59862E-4
7.228, -0.19429, 0.29469, -7.40156E-4, -7.12801E-4
7.2325, -0.19522, 0.2931, -5.95697E-4, -8.22515E-4
7.237, -0.19725, 0.29118, -5.81361E-4, -5.00969E-4
7.2415, -0.19968, 0.29065, -3.95015E-4, -5.88879E-4
7.246, -0.20231, 0.29026, -6.75325E-4, -7.37369E-4
7.2505, -0.20484, 0.2907, -5.65638E-4, -5.74295E-4
7.255, -0.20705, 0.29425, -9.31573E-4, -6.41492E-4
7.2595, -0.20798, 0.29925, -9.69758E-4, -3.54086E-4
7.264, -0.20424, 0.30467, -0.00121, -3.23258E-4
7.2685, -0.19939, 0.30704, -0.00115, -1.32998E-4
7.273, -0.19389, 0.30546, -8.75338E-4, -3.97344E-5
7.2775, -0.19059, 0.30152, -5.50647E-4, 2.0429E-4
7.282, -0.19065, 0.29683, -9.04254E-4, -1.3815E-4
7.2865, -0.19194, 0.29329, -5.68418E-4, 3.68266E-4
7.291, -0.19473, 0.29208, -4.72728E-4, -1.02629E-4
7.2955, -0.19666, 0.29288, -6.22227E-4, 3.2938E-5
7.3, -0.19792, 0.29438, -1.72763E-4, 8.17679E-6
7.3045, -0.19752, 0.29683, -2.37089E-4, 2.83421E-4
7.309, -0.19634, 0.29847, -5.40753E-4, 1.92427E-4
7.3135, -0.19537, 0.2987, -6.64723E-4, -4.36853E-4
7.318, -0.19407, 0.29763, -6.22406E-4, -4.11751E-4
7.3225, -0.19262, 0.29691, -7.25879E-4, -1.39332E-6
7.327, -0.19456, 0.2969, -9.31356E-4, -1.4463E-5
7.3315, -0.19208, 0.29537, -7.61624E-4, 2.1936E-4
7.336, -0.18895, 0.29291, -0.00111, 1.40213E-4
7.3405, -0.18524, 0.29078, -9.37408E-4, 5.11445E-5
7.345, -0.18639, 0.28595, -7.82486E-4, 5.93888E-4
7.3495, -0.18949, 0.28157, -7.35283E-4, 4.79805E-4
7.354, -0.19566, 0.28021, -7.74822E-4, 5.95138E-4
7.3585, -0.2018, 0.28319, -3.84124E-4, 2.95077E-4
7.363, -0.20399, 0.28977, -0.00104, 3.26278E-4
7.3675, -0.20169, 0.29737, -0.00136, 3.13877E-4
7.372, -0.1959, 0.30125, -0.00151, 6.43953E-4
7.3765, -0.18603, 0.30239, -0.00145, 4.11556E-4
7.381, -0.1786, 0.2975, -0.00136, 0.00179
7.3855, -0.17728, 0.29274, -0.00121, 0.00184
7.39, -0.17886, 0.28738, -7.56441E-4, 0.00221
7.3945, -0.18146, 0.28432, -3.46866E-4, 0.00212
7.399, -0.18291, 0.28386, 2.59784E-4, 0.00133
7.4035, -0.18551, 0.28465, 2.62652E-4, 8.54094E-4
7.408, -0.18548, 0.2866, 4.03706E-4, 0.00133
7.4125, -0.18459, 0.28751, 1.55513E-4, 0.00121
7.417, -0.18392, 0.28771, 1.35833E-4, 0.00113
7.4215, -0.18246, 0.28786, 2.56486E-4, 9.56833E-4
7.426, -0.18226, 0.28704, 6.74884E-4, 0.00112
7.4305, -0.18149, 0.28712, 1.22054E-4, 0.00112
7.435, -0.1797, 0.28701, 3.5693E-4, 8.99059E-4
7.4395, -0.17577, 0.28655, 5.16007E-4, 0.0012
7.444, -0.17549, 0.28179, 2.21638E-4, 6.99061E-4
7.4485, -0.17248, 0.27609, 1.52728E-4, 0.00108
7.453, -0.1741, 0.26984, 2.19203E-4, 9.70439E-4
7.4575, -0.17971, 0.26651, 6.24962E-4, 0.00119
7.462, -0.18833, 0.26772, 5.98321E-4, 0.00104
7.4665, -0.19578, 0.27263, 3.14527E-4, 0.00112
7.471, -0.19862, 0.28231, 6.22557E-4, 0.00111
7.4755, -0.19517, 0.29186, 9.90409E-4, 9.6068E-4
7.48, -0.18604, 0.29783, 8.09556E-4, 7.24706E-4
7.4845, -0.17516, 0.29798, 8.6655E-4, 5.58207E-4
7.489, -0.16769, 0.29208, 4.25475E-4, 1.07761E-4
7.4935, -0.16531, 0.28355, 3.82353E-4, 2.46222E-4
7.498, -0.16798, 0.27631, 5.76339E-4, 2.92982E-4
7.5025, -0.1732, 0.27279, 3.49812E-4, 6.07584E-4
7.507, -0.17731, 0.2726, 3.87663E-4, 6.11238E-4
7.5115, -0.17985, 0.27482, 6.60351E-4, 8.7504E-4
7.516, -0.18161, 0.2776, 4.89033E-4, 0.0014
7.5205, -0.18028, 0.27945, 0.00104, 0.00115
7.525, -0.17747, 0.28048, 0.00141, 7.528E-4
7.5295, -0.17702, 0.279, 0.00184, 7.40466E-4
7.534, -0.1766, 0.27839, 0.00129, 1.57596E-4
7.5385, -0.17695, 0.27878, 0.00123, -6.15533E-5
7.543, -0.17565, 0.27974, 0.00107, 1.11124E-4
7.5475, -0.17221, 0.27954, 0.00133, -3.40926E-4
7.552, -0.16889, 0.27657, 6.92811E-4, -2.14832E-4
7.5565, -0.17069, 0.27063, 4.24603E-4, -1.79283E-4
7.561, -0.17258, 0.26552, 5.53295E-4, -3.5717E-4
7.5655, -0.17547, 0.26364, 7.89082E-4, 4.06205E-5
7.57, -0.18048, 0.26422, 6.12132E-4, 3.45005E-4
7.5745, -0.18232, 0.27142, 6.69153E-4, 1.0433E-4
7.579, -0.18187, 0.27885, 7.54987E-4, -1.67799E-5
7.5835, -0.17555, 0.28411, 8.57884E-4, 1.91044E-4
7.588, -0.16726, 0.28468, 7.18337E-4, 1.21791E-4
7.5925, -0.15953, 0.27988, 0.00105, 3.03135E-4
7.597, -0.15664, 0.27339, 0.00163, 5.59111E-6
7.6015, -0.15769, 0.26777, 0.00118, 1.03889E-4
7.606, -0.16054, 0.26417, 6.20614E-4, -1.90054E-5
7.6105, -0.16395, 0.26344, 0.0011, 6.44113E-4
7.615, -0.16705, 0.26384, 0.00138, -3.31266E-4
7.6195, -0.16829, 0.26512, 8.78218E-4, -1.60733E-4
7.624, -0.16825, 0.26689, 0.00169, -6.52695E-4
7.6285, -0.16759, 0.26819, 0.00102, -4.19809E-4
7.633, -0.16622, 0.26818, 0.00101, -3.32825E-4
7.6375, -0.16553, 0.26806, 3.97595E-4, -6.19482E-4
7.642, -0.16436, 0.2679, 7.57962E-4, -9.65614E-4
7.6465, -0.16381, 0.2676, 6.06473E-4, -5.564E-4
7.651, -0.16279, 0.26727, 4.49325E-4, -4.4832E-4
7.6555, -0.1617, 0.26471, 1.57512E-4, -6.46862E-4
7.66, -0.16197, 0.26214, -9.49207E-5, -1.63354E-4
7.6645, -0.16428, 0.26069, -1.00669E-4, -2.82893E-4
7.669, -0.16616, 0.26022, 1.51528E-4, 1.53371E-4
7.6735, -0.16819, 0.26236, 1.51148E-4, 2.61129E-4
7.678, -0.16935, 0.26535, 2.74143E-4, 4.50952E-4
7.6825, -0.16861, 0.26914, 4.15132E-4, 8.25149E-4
7.687, -0.16434, 0.27276, 7.81422E-4, 5.85544E-4
7.6915, -0.15938, 0.27252, 9.13322E-4, 1.0984E-4
7.696, -0.15418, 0.26893, 0.00125, -1.67231E-4
7.7005, -0.15224, 0.26379, 0.00126, -1.90284E-4
7.705, -0.1537, 0.2589, 0.00108, -2.93718E-4
7.7095, -0.15661, 0.25643, 6.43477E-4, -6.65956E-4
7.714, -0.15892, 0.25725, 5.80245E-4, -8.27813E-4
7.7185, -0.16114, 0.25825, 4.85318E-4, -5.35082E-4
7.723, -0.16167, 0.26032, 3.49584E-4, -5.84119E-4
7.7275, -0.16181, 0.262, 3.9841E-4, -7.15898E-4
7.732, -0.16095, 0.26265, 5.53109E-4, -5.74301E-4
7.7365, -0.15942, 0.26281, 8.37064E-4, -5.32912E-4
7.741, -0.15845, 0.26268, 4.62153E-4, -3.47951E-4
7.7455, -0.15723, 0.26209, 1.85055E-4, -4.2328E-4
7.75, -0.157, 0.26233, 1.60616E-4, -4.88094E-4
7.7545, -0.15477, 0.26385, 4.04011E-4, -5.50405E-4
7.759, -0.15113, 0.26263, -3.9488E-5, -4.54545E-4
7.7635, -0.14809, 0.25956, 6.34521E-4, -4.48718E-4
7.768, -0.14656, 0.25534, 3.41356E-4, -3.71E-4
7.7725, -0.14854, 0.25033, 3.06216E-4, -4.54388E-4
7.777, -0.15286, 0.2473, 3.03195E-4, -3.33516E-4
7.7815, -0.1565, 0.24748, 2.37946E-4, -3.22294E-4
7.786, -0.16213, 0.25064, 5.29745E-4, -4.90199E-4
7.7905, -0.16169, 0.25515, 2.41965E-4, -5.5993E-4
7.795, -0.15568, 0.25926, -1.36624E-4, -4.55685E-4
7.7995, -0.14685, 0.2603, 3.24357E-4, -4.74738E-4
7.804, -0.14057, 0.25764, 2.48204E-4, -7.00993E-4
7.8085, -0.1386, 0.25046, -2.65834E-4, -3.44298E-4
7.813, -0.14066, 0.24482, 2.89207E-4, -3.11046E-4
7.8175, -0.14424, 0.24179, 9.13682E-5, -3.30723E-4
7.822, -0.14782, 0.24146, -3.1794E-4, -4.86568E-4
7.8265, -0.14972, 0.24317, 1.34312E-4, -2.29485E-4
7.831, -0.15039, 0.24575, -1.26977E-4, -6.54495E-4
7.8355, -0.15038, 0.24675, 3.12606E-4, -4.67723E-4
7.84, -0.14991, 0.2478, 3.2014E-4, 4.78937E-5
7.8445, -0.15043, 0.24775, 1.42927E-4, -4.62441E-4
7.849, -0.15054, 0.24747, 4.81004E-4, -5.23112E-4
7.8535, -0.15002, 0.24846, 3.75629E-4, -9.70441E-4
7.858, -0.14933, 0.24953, -3.57558E-4, -0.00119
7.8625, -0.14728, 0.24983, -3.46075E-4, -0.001
7.867, -0.14523, 0.24792, -6.80591E-4, -9.8865E-4
7.8715, -0.14476, 0.24524, -8.059E-4, -8.61018E-4
7.876, -0.14738, 0.24406, -0.00106, -8.49568E-4
7.8805, -0.14989, 0.24393, -0.00105, -6.70156E-4
7.885, -0.15335, 0.2453, -8.94044E-4, 2.74506E-5
7.8895, -0.15431, 0.25067, -9.09305E-4, 3.35248E-4
7.894, -0.1506, 0.25579, -0.001, 6.03756E-4
7.8985, -0.14388, 0.25907, -7.05916E-4, 0.00118
7.903, -0.13396, 0.25814, -5.62939E-4, 9.63948E-4
7.9075, -0.1265, 0.25179, -1.36215E-4, 0.00113
7.912, -0.12364, 0.24301, -2.55616E-5, 8.67413E-4
7.9165, -0.12635, 0.23459, 2.01332E-4, 9.71939E-4
7.921, -0.13241, 0.2292, 3.37133E-4, 7.28029E-4
7.9255, -0.13912, 0.22747, 6.10815E-4, 7.05638E-4
7.93, -0.14356, 0.22912, 3.6259E-4, 7.68957E-4
7.9345, -0.14709, 0.23187, 1.31784E-4, 6.82709E-4
7.939, -0.14741, 0.23519, 2.46542E-4, 5.9265E-4
7.9435, -0.14674, 0.2387, 3.1343E-4, 2.46999E-4
7.948, -0.14481, 0.24098, 5.95236E-4, -1.9399E-5
7.9525, -0.14293, 0.24121, 8.48769E-4, -4.00746E-5
7.957, -0.14221, 0.2406, 7.31423E-4, 5.99724E-6
7.9615, -0.14279, 0.24129, 7.59909E-4, -7.01405E-5
7.966, -0.14184, 0.24279, 6.16654E-4, -3.28558E-4
7.9705, -0.13852, 0.24356, 5.56121E-4, -1.37424E-4
7.975, -0.13333, 0.24317, 7.08608E-4, -1.49558E-4
7.9795, -0.129, 0.24043, 5.70697E-4, -4.25032E-4
7.984, -0.12685, 0.23529, -1.87451E-5, -3.1909E-4
7.9885, -0.1278, 0.23035, 4.31293E-5, -2.30944E-4
7.993, -0.13105, 0.22713, -2.26199E-4, 7.92748E-5
7.9975, -0.1358, 0.22625, -2.5873E-4, -1.12871E-4
8.002, -0.13956, 0.22864, 4.13554E-4, 4.84146E-4
8.0065, -0.13958, 0.23376, 1.96838E-4, 3.06749E-4
8.011, -0.13541, 0.23835, 1.26429E-4, 4.71088E-4
8.0155, -0.12797, 0.23893, 8.38978E-4, 1.35826E-4
8.02, -0.12163, 0.23632, 3.97583E-4, 1.8511E-4
8.0245, -0.11865, 0.23063, 4.02432E-4, 4.59612E-4
8.029, -0.12006, 0.22517, 8.15092E-4, 2.29385E-4
8.0335, -0.12191, 0.22183, 5.52384E-4, 1.96099E-4
8.038, -0.12507, 0.21971, 8.83024E-4, 4.62507E-4
8.0425, -0.1279, 0.21908, 7.32515E-4, 6.01418E-5
8.047, -0.13013, 0.21985, 8.73908E-4, 8.6702E-5
8.0515, -0.13075, 0.22077, 8.61541E-4, -6.05452E-5
8.056, -0.13177, 0.22189, 0.00106, -2.42306E-4
8.0605, -0.13224, 0.22288, 0.00106, -5.88527E-5
8.065, -0.13329, 0.22365, 0.00121, -2.29748E-4
8.0695, -0.13445, 0.22572, 7.29175E-4, -7.04284E-4
8.074, -0.13493, 0.22777, 7.33122E-4, -7.26562E-4
8.0785, -0.13326, 0.23002, 6.74768E-4, -8.48122E-4
8.083, -0.13115, 0.231, 5.93074E-4, -6.69275E-4
8.0875, -0.1291, 0.23003, 2.57347E-4, -7.43943E-4
8.092, -0.12715, 0.22875, 1.57913E-4, -0.00104
8.0965, -0.1265, 0.22739, 1.90883E-4, -8.13606E-4
8.101, -0.12681, 0.22761, -1.38307E-5, -6.49067E-4
8.1055, -0.12671, 0.22727, 1.63296E-5, -7.12377E-5
8.11, -0.12567, 0.22802, 3.37474E-4, -2.22884E-4
8.1145, -0.12359, 0.22825, 4.32626E-4, -7.00391E-5
8.119, -0.12141, 0.22757, 8.35238E-4, 1.48642E-4
8.1235, -0.11824, 0.22603, 7.72376E-4, -3.41623E-4
8.128, -0.11596, 0.22364, 0.00124, -2.38007E-4
8.1325, -0.11392, 0.22018, 0.00121, -0.00115
8.137, -0.11406, 0.21733, 9.47912E-4, -0.00135
8.1415, -0.11556, 0.21506, 8.31255E-4, -0.00101
8.146, -0.11709, 0.21289, -3.34606E-5, -9.56356E-4
8.1505, -0.11946, 0.21262, 1.89375E-4, -8.7875E-4
8.155, -0.12081, 0.21245, -8.06346E-5, -0.0011
8.1595, -0.12124, 0.21248, -1.51068E-4, -0.00124
8.164, -0.12157, 0.21335, -4.80357E-4, -0.00119
8.1685, -0.12085, 0.21519, -3.04967E-4, -0.00101
8.173, -0.11854, 0.21634, -4.06727E-4, -0.0013
8.1775, -0.11704, 0.21661, -5.52311E-4, -4.70004E-4
8.182, -0.11487, 0.21689, -8.55524E-4, -4.38721E-4
8.1865, -0.11259, 0.21544, -5.07682E-4, -5.75985E-6
8.191, -0.11147, 0.2131, -4.22275E-4, 2.14881E-4
8.1955, -0.11072, 0.20986, -3.10716E-4, 2.69853E-4
8.2, -0.1356, 0.19324, 0.01405, 0.00698
8.20262, -0.13532, 0.19315, 0.01411, 0.00684
8.20525, -0.13503, 0.19323, 0.0141, 0.00665
8.20787, -0.13503, 0.19203, 0.01406, 0.0065
8.2105, -0.13509, 0.19175, 0.01406, 0.00633
8.21312, -0.13484, 0.1916, 0.01402, 0.00617
8.21575, -0.13455, 0.19144, 0.01394, 0.006
8.21838, -0.13441, 0.19138, 0.01381, 0.00588
8.221, -0.1338, 0.19144, 0.01366, 0.00579
8.22363, -0.1334, 0.19135, 0.01353, 0.00572
8.22625, -0.13309, 0.19125, 0.01342, 0.00571
8.22888, -0.13273, 0.19102, 0.01335, 0.00568
8.2315, -0.13227, 0.19091, 0.01328, 0.00566
8.23413, -0.13165, 0.1909, 0.01318, 0.00565
8.23675, -0.13156, 0.19064, 0.01309, 0.00565
8.23938, -0.13119, 0.19035, 0.01302, 0.00568
8.242, -0.13092, 0.18972, 0.01293, 0.00568
8.24462, -0.13064, 0.18949, 0.01292, 0.00574
8.24725, -0.13043, 0.18893, 0.01294, 0.00576
8.24987, -0.13057, 0.18842, 0.01298, 0.00575
8.2525, -0.13048, 0.18798, 0.013, 0.00571
8.25512, -0.1304, 0.18778, 0.01303, 0.00568
8.25775, -0.13044, 0.18784, 0.01306, 0.00557
8.26037, -0.13021, 0.18793, 0.013, 0.00542
8.263, -0.13005, 0.18786, 0.01288, 0.00533
8.26563, -0.12953, 0.18798, 0.01272, 0.00527
8.26825, -0.12935, 0.18819, 0.01259, 0.00524
8.27088, -0.12909, 0.18836, 0.01249, 0.00529
8.2735, -0.12845, 0.18859, 0.01239, 0.00535
8.27613, -0.12794, 0.18877, 0.01237, 0.00543
8.27875, -0.12723, 0.18839, 0.01232, 0.00547
8.28138, -0.12648, 0.18824, 0.01237, 0.00551
8.284, -0.1257, 0.18774, 0.01238, 0.00547
8.28663, -0.12499, 0.18702, 0.01236, 0.00541
8.28925, -0.12455, 0.18656, 0.01234, 0.00534
8.29187, -0.12399, 0.18601, 0.01223, 0.00525
8.2945, -0.12382, 0.18525, 0.01206, 0.00528
8.29712, -0.12335, 0.18476, 0.012, 0.00532
8.29975, -0.12299, 0.18414, 0.01189, 0.00541
8.30237, -0.12279, 0.18376, 0.01186, 0.00547
8.305, -0.12265, 0.1833, 0.01181, 0.00553
8.30762, -0.12221, 0.18264, 0.01176, 0.00569
8.31025, -0.12221, 0.18224, 0.01185, 0.00578
8.31288, -0.12197, 0.18196, 0.01195, 0.00581
8.3155, -0.12143, 0.18163, 0.01201, 0.00584
8.31813, -0.12135, 0.18094, 0.01214, 0.00576
8.32075, -0.1211, 0.18061, 0.01212, 0.00568
8.32338, -0.1211, 0.18008, 0.01213, 0.00562
8.326, -0.12075, 0.17981, 0.01211, 0.0055
8.32863, -0.12067, 0.17943, 0.01203, 0.00538
8.33125, -0.12043, 0.17921, 0.01183, 0.00537
8.33388, -0.12016, 0.17891, 0.01171, 0.00533
8.3365, -0.12005, 0.17897, 0.01157, 0.00534
8.33912, -0.11987, 0.17912, 0.0113, 0.0055
8.34175, -0.11948, 0.17917, 0.01117, 0.00584
8.34437, -0.11875, 0.17915, 0.01119, 0.00613
8.347, -0.11832, 0.17886, 0.01137, 0.00636
8.34962, -0.11758, 0.17875, 0.01159, 0.00654
8.35225, -0.11692, 0.17821, 0.01191, 0.00664
8.35487, -0.11653, 0.17749, 0.01213, 0.00657
8.3575, -0.11619, 0.17684, 0.01242, 0.0064
8.36013, -0.11599, 0.17607, 0.01256, 0.00621
8.36275, -0.11595, 0.17558, 0.01259, 0.00598
8.36538, -0.11597, 0.17531, 0.01252, 0.00578
8.368, -0.11578, 0.175, 0.01244, 0.00567
8.37063, -0.11574, 0.1746, 0.0124, 0.00554
8.37325, -0.11593, 0.17418, 0.01228, 0.00549
8.37588, -0.11554, 0.17412, 0.01219, 0.00547
8.3785, -0.11517, 0.17389, 0.01206, 0.00546
8.38113, -0.11492, 0.1737, 0.01204, 0.00551
8.38375, -0.11442, 0.17322, 0.01193, 0.00553
8.38637, -0.11403, 0.17285, 0.01188, 0.00563
8.389, -0.1135, 0.17229, 0.01188, 0.00572
8.39162, -0.11333, 0.17151, 0.01192, 0.00582
8.39425, -0.11293, 0.17101, 0.012, 0.00584
8.39687, -0.11319, 0.17019, 0.01209, 0.00596
8.3995, -0.11296, 0.16952, 0.01221, 0.00591
8.40212, -0.11314, 0.16914, 0.0123, 0.0059
8.40475, -0.11344, 0.16851, 0.01236, 0.00584
8.40738, -0.11371, 0.16841, 0.01245, 0.00574
8.41, -0.11379, 0.16792, 0.01248, 0.00566
8.41263, -0.11372, 0.16794, 0.01246, 0.00562
8.41525, -0.11383, 0.16795, 0.01252, 0.00562
8.41788, -0.11381, 0.16798, 0.01259, 0.00557
8.4205, -0.11342, 0.16819, 0.01262, 0.00548
8.42313, -0.11306, 0.16835, 0.01272, 0.00534
8.42575, -0.11262, 0.16835, 0.01275, 0.00519
8.42838, -0.11215, 0.16823, 0.01273, 0.00498
8.431, -0.11142, 0.16829, 0.01255, 0.00484
8.43362, -0.11082, 0.16834, 0.01234, 0.0048
8.43625, -0.11015, 0.16791, 0.01219, 0.00489
8.43887, -0.10954, 0.16771, 0.01211, 0.00498
8.4415, -0.10908, 0.16732, 0.01207, 0.00509
8.44412, -0.10835, 0.16689, 0.01215, 0.0052
8.44675, -0.10774, 0.16617, 0.01223, 0.0053
8.44937, -0.10725, 0.16553, 0.01235, 0.00537
8.452, -0.10693, 0.1648, 0.01259, 0.00539
8.45463, -0.10686, 0.16405, 0.01283, 0.00527
8.45725, -0.10688, 0.16347, 0.01297, 0.00512
8.45988, -0.10695, 0.16302, 0.01306, 0.00492
8.4625, -0.10695, 0.16274, 0.01312, 0.00473
8.46513, -0.1069, 0.16251, 0.01317, 0.00454
8.46775, -0.10664, 0.1625, 0.01317, 0.00436
8.47038, -0.1063, 0.1624, 0.01323, 0.00421
8.473, -0.10602, 0.16223, 0.01324, 0.004
8.47563, -0.10566, 0.16179, 0.01319, 0.00377
8.47825, -0.10559, 0.1612, 0.0131, 0.00357
8.48087, -0.10543, 0.1607, 0.01302, 0.00338
8.4835, -0.10559, 0.16014, 0.01288, 0.00323
8.48612, -0.10592, 0.15964, 0.01272, 0.00314
8.48875, -0.10583, 0.1595, 0.01266, 0.00299
8.49137, -0.1061, 0.15929, 0.0125, 0.00284
8.494, -0.10604, 0.15906, 0.01228, 0.00281
8.49662, -0.10626, 0.15919, 0.01219, 0.00284
8.49925, -0.1058, 0.1592, 0.01212, 0.00281
8.50188, -0.10554, 0.15938, 0.0121, 0.00277
8.5045, -0.10474, 0.15908, 0.01207, 0.00267
8.50713, -0.10459, 0.15886, 0.012, 0.00258
8.50975, -0.10404, 0.1588, 0.01193, 0.00243
8.51238, -0.10352, 0.15856, 0.01179, 0.00238
8.515, -0.1031, 0.15835, 0.01174, 0.00233
8.51763, -0.10271, 0.15803, 0.01171, 0.00224
8.52025, -0.10218, 0.15772, 0.01163, 0.00216
8.52288, -0.1017, 0.15759, 0.01158, 0.00207
8.5255, -0.10133, 0.15689, 0.01157, 0.00191
8.52812, -0.1012, 0.15668, 0.01148, 0.00169
8.53075, -0.10092, 0.15621, 0.01128, 0.00151
8.53337, -0.10018, 0.15591, 0.01105, 0.00133
8.536, -0.09986, 0.15583, 0.01079, 0.00123
8.53862, -0.09929, 0.15536, 0.01055, 0.00123
8.54125, -0.09857, 0.15511, 0.01035, 0.00126
8.54387, -0.09833, 0.15448, 0.01027, 0.00127
8.5465, -0.09782, 0.15377, 0.0102, 0.00122
8.54913, -0.09721, 0.15274, 0.01009, 0.00109
8.55175, -0.09749, 0.1519, 0.00994, 8.9324E-4
8.55438, -0.09758, 0.15115, 0.00967, 7.65932E-4
8.557, -0.09765, 0.15108, 0.00934, 6.02303E-4
8.55963, -0.09797, 0.15043, 0.00896, 5.58396E-4
8.56225, -0.09848, 0.15037, 0.00858, 5.77062E-4
8.56488, -0.09859, 0.15059, 0.00819, 6.79306E-4
8.5675, -0.09853, 0.1508, 0.00782, 8.69836E-4
8.57013, -0.09814, 0.15085, 0.00754, 0.00115
8.57275, -0.09754, 0.15083, 0.00735, 0.00139
8.57537, -0.09709, 0.15063, 0.00718, 0.00167
8.578, -0.09647, 0.15028, 0.00712, 0.00196
8.58062, -0.09609, 0.14977, 0.00716, 0.00215
8.58325, -0.09556, 0.14907, 0.00718, 0.00222
8.58587, -0.09539, 0.14845, 0.00712, 0.00223
8.5885, -0.09542, 0.14798, 0.00701, 0.00226
8.59112, -0.09508, 0.14747, 0.00687, 0.00227
8.59375, -0.09513, 0.1472, 0.00661, 0.00233
8.59638, -0.09526, 0.14716, 0.00635, 0.00247
8.599, -0.09498, 0.14755, 0.00608, 0.00269
8.60163, -0.0945, 0.14776, 0.0059, 0.00301
8.60425, -0.09378, 0.14784, 0.00576, 0.00341
8.60688, -0.09307, 0.14743, 0.00572, 0.00378
8.6095, -0.09213, 0.1469, 0.00579, 0.00412
8.61213, -0.09136, 0.14627, 0.00591, 0.00448
8.61475, -0.09082, 0.1452, 0.00609, 0.00475
8.61737, -0.09048, 0.14438, 0.00623, 0.00495
8.62, -0.09011, 0.14336, 0.00647, 0.00513
8.62262, -0.0901, 0.14254, 0.00666, 0.0052
8.62525, -0.08987, 0.14171, 0.0068, 0.00522
8.62787, -0.0898, 0.14128, 0.0069, 0.00532
8.6305, -0.08956, 0.14086, 0.00703, 0.00538
8.63312, -0.08936, 0.14054, 0.00718, 0.00548
8.63575, -0.08921, 0.14032, 0.00734, 0.00552
8.63837, -0.08871, 0.13995, 0.00752, 0.00549
8.641, -0.08818, 0.13979, 0.00762, 0.00543
8.64363, -0.08777, 0.13932, 0.00773, 0.00539
8.64625, -0.08733, 0.13871, 0.00779, 0.00532
8.64888, -0.08741, 0.13761, 0.00776, 0.00533
8.6515, -0.08735, 0.13701, 0.00779, 0.00534
8.65413, -0.0874, 0.13642, 0.00787, 0.00534
8.65675, -0.0874, 0.13588, 0.00787, 0.00536
8.65938, -0.08768, 0.13538, 0.0079, 0.0054
8.662, -0.08806, 0.13514, 0.00792, 0.00545
8.66462, -0.08828, 0.13513, 0.00798, 0.00552
8.66725, -0.08819, 0.13529, 0.00808, 0.00555
8.66987, -0.08793, 0.1355, 0.00822, 0.00561
8.6725, -0.08757, 0.13573, 0.00834, 0.00564
8.67512, -0.08688, 0.13549, 0.00848, 0.0057
8.67775, -0.08597, 0.13535, 0.00872, 0.00577
8.68037, -0.08513, 0.13461, 0.00905, 0.00571
8.683, -0.08471, 0.1339, 0.00934, 0.00549
8.68562, -0.08432, 0.13315, 0.00954, 0.0052
8.68825, -0.08446, 0.13211, 0.00966, 0.00484
8.69088, -0.08459, 0.13138, 0.00959, 0.00446
8.6935, -0.08496, 0.13091, 0.00948, 0.00417
8.69613, -0.08541, 0.13047, 0.0093, 0.00399
8.69875, -0.08546, 0.13041, 0.00913, 0.00387
8.70138, -0.08557, 0.13031, 0.00899, 0.00377
8.704, -0.08525, 0.13025, 0.00884, 0.00373
8.70663, -0.08532, 0.1301, 0.00871, 0.00371
8.70925, -0.08468, 0.13024, 0.00861, 0.00377
8.71187, -0.08398, 0.1302, 0.00867, 0.00379
8.7145, -0.08342, 0.12979, 0.00871, 0.00373
8.71712, -0.08273, 0.12955, 0.00869, 0.00362
8.71975, -0.08227, 0.12893, 0.00867, 0.00349
8.72237, -0.08176, 0.12829, 0.0086, 0.00333
8.725, -0.08126, 0.12742, 0.00848, 0.00324
8.72762, -0.0813, 0.12667, 0.00835, 0.00317
8.73025, -0.08109, 0.12595, 0.00822, 0.00313
8.73287, -0.08126, 0.12548, 0.00816, 0.00311
8.7355, -0.08133, 0.12497, 0.0081, 0.00307
8.73813, -0.08161, 0.12495, 0.00806, 0.00303
8.74075, -0.08157, 0.12469, 0.00799, 0.00291
8.74338, -0.08141, 0.12446, 0.0079, 0.00278
8.746, -0.08135, 0.12436, 0.00776, 0.00264
